,received1 low,received1 high,received2 low,received2 high,received3 low,received3 high,received4 low,received4 high,received5 low,received5 high,received6 low,received6 high,sent
540,(0.2621264915203199-0.3327912922314306j),(0.2008139847885516-0.28481878097086993j),(0.21947856256551504-0.1967730666124851j),(0.3005313643764057-0.2036222666749138j),(0.33208840682740615-0.17559444045666872j),(0.2741775387862634-0.1848089184969411j),(0.3377458094586807-0.20539844198048318j),(0.31714729597609953-0.19528633374903784j),(0.38361562116749065-0.006410339380121005j),(0.3800101121543395-0.024051392940707086j),(0.39219572576220985+0.02359682645747949j),(0.36569425425319335-0.007516728037076689j),(0.11721329008723645-0.35163987026170934j)
541,(0.08908820776852956+0.1439457175751762j),(0.07722571668128661+0.18517598859709386j),(0.018957522708312656+0.16202458840961484j),(0.038011180412393285+0.14653683336926135j),(0.10880917265470458+0.060403305357582704j),(-0.025106630418098227+0.12250103145286184j),(-0.0618471294683138+0.19692729190339198j),(0.030396099922419033+0.1525029659448015j),(-0.1119201190352877+0.19275116167350548j),(-0.06259148386966107+0.1652501423051425j),(-0.11080519076311729+0.1547487261618932j),(-0.10170228559638309+0.16584114737356723j),(0.11721329008723645+0.11721329008723645j)
542,(0.5136856665207908-1.1995764377409555j),(0.4837008157658518-1.2387607414567017j),(0.8546286611617329-0.9885869417586244j),(0.8312657910537153-0.966440814804751j),(0.8269966732126783-0.9325173865196448j),(0.8576051893638359-0.9512948918485895j),(1.029500796179074-0.8160562599213097j),(1.0068669265102974-0.8318366802963006j),(1.242850596242182-0.3886258646422876j),(1.2665051314645392-0.43712624610016415j),(1.278682212970769-0.25169593938657636j),(1.267427047638189-0.22383211621784968j),(0.11721329008723645-1.289346190959601j)
543,(1.288757052873967-0.013667464787473767j),(1.3192524775844146-0.0010432931798462844j),(1.285898983304312+0.477804559132331j),(1.2568182492866236+0.4650335024446667j),(1.2401446833982106+0.4960549447881238j),(1.2460370534825769+0.47562290264819257j),(1.1697652255866318+0.6188748851430949j),(1.1671758770843317+0.6115679082633474j),(0.8481555885247192+0.9920584702584959j),(0.8819839653755586+1.0643606350804322j),(0.6256068267356801+1.1447319013081825j),(0.6871267458085862+1.146307300309092j),(1.289346190959601-0.35163987026170934j)
544,(0.532136666408678+0.21532190101723495j),(0.543883654257912+0.2530598613025179j),(0.39334922542408773+0.3842215129650492j),(0.4123216590811156+0.4285035654163848j),(0.4498036352723748+0.4549879739254478j),(0.37615441022931556+0.4542341426908489j),(0.29591105040564764+0.5122000015982614j),(0.3395217436233909+0.4420338662597j),(0.1843293377188732+0.6379272195185282j),(0.09593323114015084+0.5882162256315085j),(0.0643338456385606+0.6535081055111727j),(0.013767112763865729+0.5805906931353946j),(0.5860664504361822+0.11721329008723645j)
545,(0.4465737154892929-1.2065048358897978j),(0.442426519809793-1.2164189631090634j),(0.8099603644259539-0.9640237001529586j),(0.8464508845782637-0.9685527717292942j),(0.929661907182915-0.9824870103002293j),(0.8829917980414446-0.9503950761418133j),(0.9839815923193325-0.8676186411206j),(1.0185215421650775-0.8063253720427417j),(1.1726273096221496-0.44956922052446097j),(1.2005355987951376-0.4558940408465047j),(1.2954941511029174-0.20949159542811618j),(1.2550328258919856-0.2056335852019609j),(0.11721329008723645-1.289346190959601j)
546,(-0.5600017804308459-1.1612119717324596j),(-0.4742999267225242-1.2102691704241866j),(-0.07338713401063404-1.3030551354786981j),(-0.06387557982397697-1.3359457913463508j),(0.02800820108769378-1.298976529881887j),(-0.005077476916710273-1.3280154733509566j),(0.16813613707497793-1.3398560326036089j),(0.1600186871819475-1.3074225700832087j),(0.5774237027124285-1.093580716685054j),(0.6090411181209099-1.1698964102648153j),(0.7301796134658599-1.0682143154401478j),(0.8158007409586511-1.0510315702213768j),(-0.8204930306106551-1.054919610785128j)
547,(0.1296078690433043-0.8131261498001905j),(0.09466166292931398-0.8106875947266752j),(0.36712326225720227-0.7071500679047523j),(0.3542991278377972-0.7520468295824851j),(0.37460332690019577-0.7320624918067689j),(0.3784142088852727-0.7572435350428143j),(0.4686268135677809-0.6778528179907876j),(0.4677627099130759-0.665682356446773j),(0.6852866938807093-0.473771122029669j),(0.7154815355189769-0.4369150664476868j),(0.8297620021747458-0.293589431234882j),(0.7402896170214185-0.3989014846097037j),(-0.11721329008723645-0.8204930306106551j)
548,(0.3103779074967406-0.79475193867753j),(0.28524416674482517-0.8096599338306021j),(0.6166909298504357-0.6036344549721719j),(0.5878666726886175-0.5695957931369686j),(0.5344801193622624-0.5955398927110324j),(0.624313127324113-0.5421389793216848j),(0.632862636529392-0.446814719044976j),(0.6552543390766321-0.493305968019221j),(0.762359613573963-0.24510423533934392j),(0.7747982741292729-0.24702286547142518j),(0.837964478357916-0.15963840273953062j),(0.7995226719061582-0.06601495036271215j),(0.11721329008723645-0.8204930306106551j)
549,(1.015198886645843-0.7919838352888394j),(1.0666690848211515-0.7878966009351739j),(1.258244249172701-0.39970725750768626j),(1.252066832925841-0.3905623130514132j),(1.3209829291093405-0.37817256833244084j),(1.2941939037462156-0.3644961154592467j),(1.284681699544804-0.1361832394512572j),(1.3360704684957943-0.1563613002653726j),(1.2867423803686557+0.2371912442947634j),(1.2891287948914978+0.28037629373863726j),(1.2802285492657164+0.447704324673362j),(1.2502936802538256+0.5200151947622585j),(0.8204930306106551-1.054919610785128j)
550,(-0.08162052705434282+0.7762450359462922j),(-0.10874108901464717+0.806023818415537j),(-0.3566725753330746+0.7388759387026008j),(-0.36947308412450813+0.7422563206316832j),(-0.46492546995190975+0.7647743629273889j),(-0.4356872341835772+0.7286153234978073j),(-0.49974689136724637+0.6504303317213947j),(-0.4790420476348028+0.621946723787625j),(-0.7658419035298023+0.5421967958843595j),(-0.7262467945053744+0.4332601278831377j),(-0.7418596626383027+0.3450173685902519j),(-0.7638404388904412+0.3136776298740463j),(0.11721329008723645+0.8204930306106551j)
551,(0.604993104593289+0.03711166224663942j),(0.60469669119408+0.03480563037044877j),(0.5252114803531629+0.13497696679629928j),(0.5340667367398148+0.2837425864279503j),(0.49382321916020305+0.2610617968787755j),(0.5328328163124494+0.28799313746141203j),(0.4611452523969461+0.40029626945630564j),(0.4866527771628387+0.33194102548900695j),(0.3416681642232209+0.47258673361051895j),(0.36481143463406307+0.46311889912891957j),(0.28813612761318613+0.5963462228045026j),(0.2514258396577452+0.5381309558678508j),(0.5860664504361822-0.11721329008723645j)
552,(0.13643715433219974-0.830324851710595j),(0.13305391996438354-0.8199162279495676j),(0.3840092318029991-0.7583504624672042j),(0.4016421369553266-0.7619853017356962j),(0.4124828996139978-0.7104147158827224j),(0.4278345557719765-0.7685291863792749j),(0.5226593063134036-0.7314061855469743j),(0.49186219672842857-0.6485124379392967j),(0.7012258589605231-0.5020915309422391j),(0.7109594728702783-0.430128259078727j),(0.732477735464012-0.34278067089746583j),(0.7503454421260726-0.31751396579824887j),(-0.11721329008723645-0.8204930306106551j)
553,(1.1219915953060984-0.7210477876305812j),(1.0673168727431568-0.7972594125089726j),(1.3019625413136418-0.40843564881912403j),(1.2774547518868105-0.3816040538660239j),(1.335328737643515-0.3188458690860952j),(1.3023447922309541-0.3137732473151428j),(1.3348008977256178-0.18184471712982797j),(1.3602422118777138-0.18791178342037768j),(1.313556486703308+0.3345595003893802j),(1.273470074914997+0.29695466085457584j),(1.228901597408461+0.4956627510035832j),(1.214323100015979+0.4981420273586664j),(0.8204930306106551-1.054919610785128j)
554,(-0.7807445482246701-1.0797692647795252j),(-0.8389606674566077-1.071419226474486j),(-0.426195497226114-1.2123099898457876j),(-0.39684414219810465-1.2742808856057424j),(-0.4167639244985815-1.3112456402018342j),(-0.34721305310573275-1.264891822062204j),(-0.18711770225230884-1.4092984509188524j),(-0.15466096777496874-1.336610541079424j),(0.29779705462573886-1.4004799085576587j),(0.32033334304453565-1.3026487390211419j),(0.44857736988861313-1.2581586401677025j),(0.49509346040190094-1.2060852750826485j),(-1.054919610785128-0.8204930306106551j)
555,(0.860787521901793+0.8620370624612577j),(0.864515960625639+0.81880091859251j),(0.5164084853562473+1.0248373293734343j),(0.5204373218892622+1.0928971878798428j),(0.5288665415050007+1.1442355358328082j),(0.5526770706648226+1.1390239633273365j),(0.3087031328931009+1.1935409650657827j),(0.29384848499208926+1.1530368115219158j),(-0.06154600487926533+1.2855524618435286j),(-0.08124453230313397+1.2255998285047867j),(-0.3083357147595283+1.1752151217972466j),(-0.25196399472860087+1.1873836169956546j),(1.054919610785128+0.5860664504361822j)
556,(-1.384824542434361+0.24186105315060133j),(-1.4333190621689385+0.21815427257310635j),(-1.3884244221748612-0.22755566155842813j),(-1.4290940254364983-0.2747499062824161j),(-1.3499090717930884-0.3091529990483785j),(-1.3582836284051776-0.3558830637713379j),(-1.3549099846237656-0.49510668676662j),(-1.3059049143907213-0.5166659810311681j),(-1.059681869389213-0.9488938202285527j),(-1.1014900690251148-0.9391548330981687j),(-0.9863620425315158-1.053941855638221j),(-0.8648021396328331-1.0490082902188982j),(-1.289346190959601+0.5860664504361822j)
557,(0.7577330227440213-0.40470456563870666j),(0.7236411221673451-0.4264855760042169j),(0.8302687177905125-0.17643603966859284j),(0.8163702958312014-0.10254157713655061j),(0.7676363603851456-0.08119955163770844j),(0.8720591953665777-0.1366661213704132j),(0.856078291499937+0.03830605359492776j),(0.8372103873533795-0.026420894471409793j),(0.7391162610547762+0.28263730415900007j),(0.74871566539258+0.27381953129625264j),(0.7309670205602556+0.3879814091931902j),(0.706833979785779+0.3765138462442935j),(0.5860664504361822-0.5860664504361822j)
558,(-0.33933329653820776-0.9814527945620052j),(-0.3436718951929081-0.9372677167913062j),(0.06638887738095761-1.0366137344861337j),(-0.007969474949074299-0.9836159865258775j),(0.032850631785715775-1.0135224841979977j),(0.05108605600221653-1.0098460108129175j),(0.08642878106089176-1.021782936122204j),(0.1792201766920638-1.0044497080865191j),(0.5003438389236564-0.8125070065169435j),(0.5194568826766577-0.8591954095967929j),(0.6653097805322028-0.8059155945752197j),(0.5873620179039118-0.7414313943741705j),(-0.5860664504361822-0.8204930306106551j)
559,(0.30716097793519276+0.2818382127361986j),(0.3728879813626438+0.20948844399776287j),(0.26716796974023965+0.3056223472240659j),(0.2020204583488622+0.26233677900184915j),(0.1427208435031238+0.2960669457601492j),(0.1769569312267066+0.3447300359190374j),(0.1952101223395164+0.3165742955574343j),(0.14988670593602876+0.33313191800499325j),(0.04162925646536367+0.3492658403575416j),(0.042678419032351526+0.3577755586497325j),(0.03581345927694084+0.3484405151123816j),(-0.015194179277444738+0.3746080093190587j),(0.35163987026170934+0.11721329008723645j)
560,(0.7139600505950575+0.4972434913858337j),(0.655890441381894+0.6209389991251261j),(0.45738048219577754+0.6916616026045009j),(0.4895996289450784+0.774106948347318j),(0.44867562316549814+0.8485807985635017j),(0.4332972786377638+0.8072383826458072j),(0.35254657560689945+0.8533726702402337j),(0.36293484190750547+0.8261073226888996j),(0.013213317282276975+0.837044422964369j),(0.01140305378317591+0.9346134011119287j),(-0.15002775552260994+0.8386129655137856j),(-0.11140073116391538+0.8929718944149909j),(0.8204930306106551+0.35163987026170934j)
561,(0.9624518980497265+0.6236774704221446j),(0.941209192416617+0.5824178815930485j),(0.6878044641114194+0.8789648764488076j),(0.6291771391763352+0.883909733571021j),(0.5366144368969372+0.8645399250690322j),(0.6268451830345342+0.8981491657705117j),(0.526395238374647+0.9449229236379049j),(0.502111871545772+1.0104613136250558j),(0.09169774830662052+1.046225214376229j),(0.05900004061916747+1.0875381141346288j),(-0.09154527847224145+1.0802958742900302j),(-0.08357705474821847+1.1189983858905226j),(1.054919610785128+0.35163987026170934j)
562,(0.38572023100635455-1.0240955890250085j),(0.4166892557266713-1.0048173254859276j),(0.7098190250733459-0.8074762551143362j),(0.6559165388099939-0.7759429771333414j),(0.7407450297317509-0.7366269034930493j),(0.7525295036144798-0.7554098254367274j),(0.8367183721223364-0.6831494203744198j),(0.8280754717406095-0.6911576643001633j),(0.991308297420643-0.3808298974968617j),(0.9705479444092396-0.3252165255955671j),(1.0339983715974164-0.11436023409221709j),(1.0422126380076515-0.16453613042527337j),(0.11721329008723645-1.054919610785128j)
563,(0.39723907366560285-0.9492016859135922j),(0.38962022972334837-0.9458769151064539j),(0.6821768629424414-0.7710264368898725j),(0.6819190973636019-0.7932799284613024j),(0.7572082326515228-0.7381012450858447j),(0.7111899142835163-0.7370595949747246j),(0.8340443624512482-0.644384040625475j),(0.8157542577225017-0.6492444036056442j),(0.9982935909270411-0.40151765317831856j),(1.029830481687778-0.3263742887084304j),(1.0357012980096822-0.11868901691229022j),(1.0742448685323436-0.17113371627006838j),(0.11721329008723645-1.054919610785128j)
564,(0.5129115143089481+1.2283338333178462j),(0.5110131945642443+1.1963811629981285j),(-0.022432601146607514+1.2801335812268368j),(0.038471660908937375+1.3263033072243928j),(-0.00440853054993667+1.3703754359405167j),(0.013900187483316971+1.363317859483133j),(-0.10868357533567224+1.2374961629005943j),(-0.17178239345764734+1.3128854069791416j),(-0.5775466018927765+1.1565280148272323j),(-0.5883230200726031+1.194490526049838j),(-0.8019829975412656+1.0571915541208348j),(-0.8355752847360277+1.0290402558709704j),(0.8204930306106551+1.054919610785128j)
565,(1.105023615384108-0.09586519317475542j),(1.0541428286761587-0.05510810598873163j),(1.0517280980391004+0.30992217461962973j),(1.055451511552029+0.2846672467524976j),(1.1228758860461703+0.3675771690172204j),(1.0458850515798905+0.3569152212567206j),(1.0317935358219161+0.48983954621031284j),(0.9828064042224739+0.5396458882653956j),(0.7124370629025888+0.8263137648929884j),(0.7585722693599046+0.8066109914371729j),(0.6555213711149692+0.9078172681246135j),(0.6175064871914046+0.9001427251009346j),(1.054919610785128-0.35163987026170934j)
566,(-0.635457783250307-0.5086379272633511j),(-0.7041359190198132-0.5756322014327929j),(-0.4277982339314252-0.7849513989984623j),(-0.47824352093706385-0.7898179803735416j),(-0.4254388267228161-0.760387836682233j),(-0.4575939709586476-0.753657324345565j),(-0.3643949561799224-0.9087685999696208j),(-0.30167606457486723-0.8209167258861025j),(-0.07290514550212118-0.8975968560661517j),(0.02823517170609053-0.8808595672523286j),(0.17146366545724495-0.9156292578369947j),(0.16503365698515032-0.8979185277493077j),(-0.8204930306106551-0.35163987026170934j)
567,(0.28256036174320004+1.218853984734433j),(0.25748882946316026+1.1694633538109844j),(-0.13773276606674698+1.2227020182049952j),(-0.15543728293473238+1.1610048065461216j),(-0.13282527832283847+1.2745827899762423j),(-0.17012371573516955+1.1665599330247434j),(-0.3149243039520754+1.108139758564815j),(-0.32167107800469835+1.1376267779931133j),(-0.7617488874409255+0.9776025886171128j),(-0.6915113569488056+0.9690095809663779j),(-0.9148707508943578+0.8390917173486927j),(-0.8466412885653167+0.8350085096390522j),(0.5860664504361822+1.054919610785128j)
568,(-0.6985708627443051-0.3349516611378061j),(-0.7331739647645311-0.3556733422266885j),(-0.6115390392863465-0.5101437102566961j),(-0.5734856938037315-0.5474728216616317j),(-0.545585659224838-0.6264600596912084j),(-0.5868880414846264-0.6114751848562132j),(-0.4732890451440235-0.6393298521019899j),(-0.5226208769780379-0.6669594749985044j),(-0.21566414135081274-0.7819999021198869j),(-0.3036781159858538-0.8047615507168826j),(-0.07211300122439332-0.8657949036449835j),(-0.08752488215550641-0.8350283485906241j),(-0.8204930306106551-0.11721329008723645j)
569,(-0.30585009212983366-1.2533716409948439j),(-0.2849638527886693-1.1947383218657333j),(0.16406124133826264-1.2147387233091105j),(0.1412001548655444-1.198734804583358j),(0.2102450716023386-1.1765045662350062j),(0.1695314977835753-1.2214219331353189j),(0.3358351737577716-1.1603811272034334j),(0.33585030560163803-1.182192471250127j),(0.7090051599953048-1.021152237345538j),(0.7279974679595589-0.9790177625220887j),(0.8602322890015653-0.8787177960304197j),(0.8703805942156433-0.8360797043917803j),(-0.5860664504361822-1.054919610785128j)
570,(1.0096016253086024+0.346773997224368j),(0.9658531668565462+0.4083760199993948j),(0.7945253131761167+0.7099938223953877j),(0.8275378798294764+0.693561949978199j),(0.7442980234643107+0.7180950865720589j),(0.7368919722643177+0.7543175127498516j),(0.7274830819194344+0.8075936727632933j),(0.6117277182425044+0.8042903598957175j),(0.33446371298290595+1.0019161235557408j),(0.30337304349744765+0.9940855897490574j),(0.13224541042306853+1.1065481677120679j),(0.20129588689488945+1.0172291948532493j),(1.054919610785128+0.11721329008723645j)
571,(0.9849606984755699+0.39829929866035285j),(0.9968416306557478+0.3934290721470054j),(0.8312713969619306+0.7456390003965401j),(0.8259721379684719+0.7096255181138625j),(0.7648749998486042+0.7658684093588732j),(0.754652503924749+0.7584563422437435j),(0.6409063423019098+0.8809406794989605j),(0.6627894722635552+0.8447181765204965j),(0.3115682032164003+0.9709339061767726j),(0.34869114607870855+1.0142412188880132j),(0.1809841837815116+1.04670988733168j),(0.14628151744050158+1.0584652196934248j),(1.054919610785128+0.11721329008723645j)
572,(-0.09003913572071628+0.8307632834945238j),(-0.1452659163586339+0.8418216564534753j),(-0.33272939132526286+0.7893817174461778j),(-0.3957033957727245+0.7113134160111305j),(-0.3598981896014756+0.6697743521010956j),(-0.4238330374515679+0.6753271029450103j),(-0.506108629308816+0.617032921079206j),(-0.49297792675699525+0.6461009938244644j),(-0.660995972080259+0.4655019031841609j),(-0.7199475245059679+0.41923689104702383j),(-0.7769163701477149+0.27137128343585293j),(-0.7346075797507373+0.3377344705617094j),(0.11721329008723645+0.8204930306106551j)
573,(1.3982725229038053-0.4303422535149255j),(1.4587753125687493-0.4577471633715313j),(1.5712617236838753+0.061253951231398776j),(1.5349990334065566+0.050065725437960576j),(1.5759437380109094+0.1554632632889471j),(1.5079070843842817+0.13304254207030775j),(1.4721422398663893+0.33303667826472166j),(1.5032444068122774+0.3236353614354277j),(1.2261408845613793+0.8349417023176819j),(1.3027225330053847+0.8541817564756579j),(1.1433052037401055+1.0009947615459838j),(1.1219342425886258+1.009727757310327j),(1.289346190959601-0.8204930306106551j)
574,(-0.7470620689539715+1.1021936609030731j),(-0.7231786320867057+1.1363419341955932j),(-1.0788077120117816+0.8458000803293353j),(-1.024144792244834+0.8380437056177213j),(-1.0903421230297745+0.8223901347474949j),(-1.0836058618212472+0.8003244653346145j),(-1.1303221548546007+0.5902610095625381j),(-1.1557577344606613+0.6374962759297828j),(-1.3283819210092482+0.20455261134297492j),(-1.3460103960978003+0.2367541976264113j),(-1.3053602589463207+0.06368071572279871j),(-1.3642186303059591+0.011751065363706532j),(-0.35163987026170934+1.289346190959601j)
575,(-0.5636457440848146-0.26604034542070865j),(-0.5402043105115985-0.25245592262056843j),(-0.32120046919375167-0.42309855009053876j),(-0.39833139902633974-0.4121604887489376j),(-0.37787284112621833-0.37636455429475574j),(-0.42518619046655226-0.46916269375511593j),(-0.30546381593496047-0.4634948502177978j),(-0.2973186745574746-0.46581361896800466j),(-0.07728682002841084-0.558341393254392j),(-0.14527356278159584-0.5749090157113329j),(0.0077352713594984815-0.6176561793487234j),(-0.03661425725862379-0.5870687247579515j),(-0.5860664504361822-0.11721329008723645j)
576,(-0.843205691332837+0.8561212158360006j),(-0.8163830662332311+0.8690998707831054j),(-1.0849006094793516+0.5304613127640233j),(-1.0908437570605771+0.48751079523601015j),(-1.0710378039379478+0.49719946324622777j),(-1.0827567951480297+0.4767879092512043j),(-1.1440276464777868+0.3172296224893795j),(-1.196119838793616+0.3734283013572266j),(-1.1800529045886547-0.07249623095897462j),(-1.2002816170249062-0.08389254839254039j),(-1.1461694583326298-0.25382347741793304j),(-1.1651854800835808-0.3045984376626625j),(-0.5860664504361822+1.054919610785128j)
577,(-1.0704698053043946+0.7578822651964614j),(-1.0674360392847104+0.7815390105095099j),(-1.304666574232572+0.37516472692546915j),(-1.312419951542774+0.37898043547335125j),(-1.299969112061846+0.29506057105330524j),(-1.2662979976039694+0.3502917032446499j),(-1.2598314654401739+0.1830640533378651j),(-1.303212495489885+0.16394636488872905j),(-1.27876585867452-0.28592820987512957j),(-1.2785727982389266-0.2501057950878097j),(-1.2438262929381931-0.5210013295007497j),(-1.2126565075790596-0.5503538403547891j),(-0.8204930306106551+1.054919610785128j)
578,(-0.22229331080445025-0.6764832242541883j),(-0.1474553919480338-0.6411876960104834j),(0.014883682055908579-0.6975948781511744j),(0.05156161921779454-0.6383600638936112j),(0.036229099179955995-0.6914270542284127j),(0.12724701957122475-0.6709858222316228j),(0.13150382720407694-0.6196552778216392j),(0.17190534632141155-0.6934219555298411j),(0.41529267656474855-0.5452404927660317j),(0.4052325972391138-0.5829342676606678j),(0.5513356138099259-0.43822887518628967j),(0.42528779469963873-0.44633321158602546j),(-0.35163987026170934-0.5860664504361822j)
579,(-0.9009358259583072+0.8271972989665741j),(-0.8429109627884194+0.858408022142799j),(-1.089235677752057+0.5622439800888682j),(-1.071054191784985+0.5331754569208935j),(-1.093763056720408+0.5112902050417938j),(-1.0961373473523752+0.4562406484543077j),(-1.1356860309401307+0.3810639575713056j),(-1.1367510344831837+0.3388168515439926j),(-1.239604320312755-0.04328984923343689j),(-1.1935977376328868-0.100323556236972j),(-1.2148923351671936-0.30460822288882755j),(-1.1636007639250705-0.3233657386002184j),(-0.5860664504361822+1.054919610785128j)
580,(0.5054669217069082-1.202540098595758j),(0.45691735301604136-1.2233463442014343j),(0.8622578435349162-0.9817614757745359j),(0.8279201633984231-0.9859278467818616j),(0.8658355992251302-1.0373408281421468j),(0.9410626087279943-0.9687424635479664j),(0.9523306337410933-0.9108201438200623j),(0.9520394961108686-0.8260895696242696j),(1.2129470033443832-0.399913235493467j),(1.2545223935884717-0.4364977860202948j),(1.2971870564229748-0.2401329302062684j),(1.2589053624076258-0.22812297956338365j),(0.11721329008723645-1.289346190959601j)
581,(-0.5987376045106372+0.9068342503462549j),(-0.6099290240163896+0.9433062222151272j),(-0.8852711448232736+0.6018605532155902j),(-0.87385977883258+0.6825033098016386j),(-0.8924309832482105+0.5640277645975005j),(-0.9083341664460836+0.6255764018375816j),(-0.9831163537448258+0.44869237706015686j),(-0.9914290890243613+0.4942683600942009j),(-1.1123345348596645+0.059907724403987256j),(-1.0491653442175395+0.16830320692996112j),(-1.0751224367037788-0.06959402095349698j),(-1.0741312320028935-0.04371155736414045j),(-0.35163987026170934+1.054919610785128j)
582,(-0.5534480632994833-0.0070782520264819j),(-0.5772684528921445-0.051189687449830476j),(-0.5483923587121817-0.16309723003577994j),(-0.5127882453971905-0.2788035866787684j),(-0.5355093920097291-0.3629381276670287j),(-0.5569335559429326-0.24154279026833267j),(-0.4946192707125184-0.3806045505293721j),(-0.465249387068988-0.34629221485041217j),(-0.43927223313171965-0.567564035845675j),(-0.382778551671447-0.505836908636051j),(-0.2662304472083828-0.5487925208121648j),(-0.29847304502966676-0.5475747176817513j),(-0.5860664504361822+0.11721329008723645j)
583,(-0.8715384334353888-0.9015171643509522j),(-0.8621346453312968-0.8533862685508719j),(-0.5153702825680266-1.1174584361343969j),(-0.5232006489966828-1.0776209218756976j),(-0.5031012936121233-1.0888408395613762j),(-0.4862927631733465-1.0843352212557276j),(-0.37140222126093997-1.1570341450041235j),(-0.3219980180263468-1.1647416528252175j),(0.11177129619717531-1.1514474786930833j),(0.0863009217261503-1.2563492492417057j),(0.27534832263326475-1.1626624449595322j),(0.3152105931580139-1.20409357664954j),(-1.054919610785128-0.5860664504361822j)
584,(-0.0053174496859081585-0.5660249492967363j),(0.023311619867610003-0.5920541885385041j),(0.1954297723402965-0.5663463753219166j),(0.21080062017343243-0.5592045295501837j),(0.22048285663019127-0.5126321477452755j),(0.25214563477229024-0.5758478204585379j),(0.3050746465188205-0.5383930021844469j),(0.30204893008042-0.4912889457256155j),(0.5032205654042071-0.3845838578416987j),(0.4893554499377337-0.3451071920172659j),(0.5217544101350713-0.2558959977434195j),(0.5328918850120807-0.2526370332217822j),(-0.11721329008723645-0.5860664504361822j)
585,(0.48579776334066643+0.5372785805574204j),(0.46572451018610217+0.5204308374120712j),(0.26159938854439446+0.616370664161702j),(0.2659115509553955+0.6013438865548308j),(0.22635177039047755+0.5710005412175522j),(0.21373019972336965+0.6187170562613703j),(0.1771618916161622+0.6082238043618904j),(0.1698885594452192+0.6250783650573728j),(-0.0006200314514343414+0.6971949675529924j),(-0.13425211923124816+0.6833855387343784j),(-0.16200710059138043+0.6431930710747294j),(-0.1930621369521561+0.6787655889071453j),(0.5860664504361822+0.35163987026170934j)
586,(-0.40259899975546065+0.262120463201374j),(-0.37535500069051725+0.2383809872283182j),(-0.41659769554448434+0.12253995487832861j),(-0.491773286218864+0.10377289692226174j),(-0.4357395366956358+0.09276981527344218j),(-0.48943687804921215+0.06175623169932531j),(-0.5126304876334705+0.06014663195534457j),(-0.5179939882857487-0.02507710057063133j),(-0.47567462823786094-0.16722631588477743j),(-0.46232135650992945-0.18624658891010318j),(-0.4048160356580685-0.29470953179761566j),(-0.44619031652215146-0.2041080982092143j),(-0.35163987026170934+0.35163987026170934j)
587,(-0.19747851797334878+0.24009850449476142j),(-0.19868719581108968+0.3149803647603078j),(-0.2887380467543075+0.21053132148271791j),(-0.2992949646112331+0.25421361107324725j),(-0.29909635558791864+0.19611559845357404j),(-0.2760788767982106+0.20905179793335338j),(-0.31208417080856415+0.1548323012397378j),(-0.31586201927173524+0.15565641575898229j),(-0.3996501317072047+0.023860186760942436j),(-0.3683096840763425+0.07143240685921459j),(-0.3724927350837361+0.013267548865587356j),(-0.3719159367289926+0.005240363483540723j),(-0.11721329008723645+0.35163987026170934j)
588,(1.036317168783865-0.8178144557142554j),(1.063671298075756-0.7819580863032913j),(1.1937732380389778-0.36890500422894945j),(1.2762834106500653-0.42569125109145756j),(1.2756405773999906-0.3716984070855356j),(1.3226110302073681-0.36692801927741364j),(1.3383041710905303-0.17344127578010043j),(1.292582456284116-0.12908395276783358j),(1.3295420711088928+0.3044186801256924j),(1.312761893619083+0.31972867171084973j),(1.202047760013431+0.5039606695739296j),(1.2402084035864072+0.5085840773471654j),(0.8204930306106551-1.054919610785128j)
589,(1.011715291320359+1.0686367883572012j),(1.0745553824993896+1.1335617808277383j),(0.5619548131755056+1.4244095311448717j),(0.6033618428831183+1.4553345251009873j),(0.4754946496772271+1.4558103512297786j),(0.5726225888576277+1.4673268761450955j),(0.2949332877086615+1.3807722333970263j),(0.3274734977107047+1.4684831486655585j),(-0.16140871146079716+1.5945017861123336j),(-0.19574394872418163+1.5171008071736622j),(-0.3925061117207035+1.453882344828891j),(-0.4176018949729146+1.4391445922118948j),(1.289346190959601+0.8204930306106551j)
590,(0.6682930916621134+0.5598577561279218j),(0.7093410818231397+0.5205613444455136j),(0.5242330748752446+0.7943256987862887j),(0.5029902244469753+0.7512835511598774j),(0.4192533505156226+0.8159811842162572j),(0.39748502923284207+0.7922664085492809j),(0.37432028532569034+0.9040315470107633j),(0.34840044437756024+0.7730823072860072j),(0.03054649108165155+0.9664170731170939j),(-0.010385333536294408+0.8843534128928142j),(-0.1919235808046486+0.9453925761929067j),(-0.14788081645770954+0.8924163760161545j),(0.8204930306106551+0.35163987026170934j)
591,(1.1389135595943911-0.9900026024342136j),(1.1130352087815996-1.0018271043611682j),(1.470333259419679-0.5838845608614344j),(1.413972827838973-0.5398971435571787j),(1.4416995110028221-0.47782538831414273j),(1.4001373477843349-0.522196454412661j),(1.561242755561377-0.34910233207057084j),(1.5138569457134596-0.3311292163377424j),(1.4758723282110882+0.25536987054488763j),(1.555496809330158+0.14178999573366918j),(1.3951580080203811+0.4591034080342284j),(1.4578696458762834+0.45614533658178624j),(0.8204930306106551-1.289346190959601j)
