,received1 low,received1 high,received2 low,received2 high,received3 low,received3 high,received4 low,received4 high,received5 low,received5 high,received6 low,received6 high,sent
52,(-0.8280777464207256-1.0496884967117261j),(-0.7624889937142816-1.0914783206180094j),(-0.4190053731198609-1.3182072795213589j),(-0.36934009542565194-1.2719734347766485j),(-0.3659788760414026-1.290989565225567j),(-0.3294105618819417-1.309961225341017j),(-0.09425862600329156-1.3259611909724953j),(-0.16770251729910482-1.328897791481325j),(0.2668876299066461-1.349659353731234j),(0.3140236863547403-1.2973171063246158j),(0.5490172547575146-1.2317184307623152j),(0.4950121566118794-1.2493426963068175j),(-1.054919610785128-0.8204930306106551j)
53,(-0.25562307935337+1.2283457322232618j),(-0.25903690444896577+1.2529843098226294j),(-0.6791651668242553+1.0483739974148485j),(-0.6892024756651589+1.1471773559102234j),(-0.6607577855010764+1.0856545648239861j),(-0.6948036524437652+1.0766140748560418j),(-0.8434698892353808+1.0198080085793781j),(-0.8023140502928765+0.9771557636441603j),(-1.1421938504568132+0.6142240387272847j),(-1.1081820582922406+0.6899526025924488j),(-1.2176931021378914+0.49384911072869814j),(-1.2379013600045765+0.437584375599274j),(0.11721329008723645+1.289346190959601j)
54,(-1.2680160653330173+0.513200135908289j),(-1.2395367552412564+0.5174234819257026j),(-1.3598806474206018+0.007962698754941377j),(-1.3354264277481562+0.08707621714225644j),(-1.337157208821636-0.00990616141883436j),(-1.3155169215011056-0.02038316099925258j),(-1.316578113560785-0.16729138633302293j),(-1.3015469880069381-0.18911243760729401j),(-1.1966651556117245-0.5806680403693837j),(-1.160159132879541-0.6018169925762195j),(-1.0193417899852322-0.8790765673455658j),(-1.0541548542139159-0.830189586039979j),(-1.054919610785128+0.8204930306106551j)
55,(1.5046008777704452-0.41109510225293533j),(1.4429790232422015-0.40570211361325415j),(1.4882241283590687-5.007240663430779e-05j),(1.5419834808286574+0.08590539893836825j),(1.5302905820856296+0.18405392732873072j),(1.5180691419362515+0.1473574838081311j),(1.4902736600065178+0.24857511129291898j),(1.5171966592546797+0.3125186292827941j),(1.3320120801725914+0.8151892338432518j),(1.294429718490973+0.8496942648956994j),(1.0834111433822111+0.9630820784388423j),(1.1328151797835004+1.035939348881848j),(1.289346190959601-0.8204930306106551j)
56,(0.4083960314910605+0.7637660713075596j),(0.4189814291705905+0.6999912680200957j),(0.18175070145719904+0.825676188884907j),(0.13179860020292547+0.8024193452868873j),(0.10944736461149447+0.8058398528388963j),(0.1216262588608221+0.8019500245949561j),(-0.043204848141279804+0.8700240928631089j),(-0.01996239951306179+0.8618823613245378j),(-0.2614762252022795+0.8194211652248813j),(-0.29747277876886297+0.7767590980726159j),(-0.38585450882236627+0.6026693803909823j),(-0.4328525621217728+0.7280897712109518j),(0.5860664504361822+0.5860664504361822j)
57,(1.0296014062794288+1.2289675571134189j),(1.0594694499783965+1.1781482235490546j),(0.5633119378408568+1.4488495227588767j),(0.5758605057213262+1.3975557551641267j),(0.46195457666951945+1.4339859779543453j),(0.4948227964164951+1.4366035345185433j),(0.31515062199854343+1.386392629527225j),(0.28876853412782016+1.4748217669951962j),(-0.19339974620453948+1.521202383190093j),(-0.1981454561645475+1.5104283392787667j),(-0.4269270969610614+1.4216511674057501j),(-0.4741573445986156+1.4441589601660743j),(1.289346190959601+0.8204930306106551j)
58,(1.2711178623504893-0.5480706598859996j),(1.2474401794094505-0.46332557573201055j),(1.3237429680864343-0.053256017910711995j),(1.3374754959900632-0.04212073874999647j),(1.3855925638214637-0.015367976121294594j),(1.318102086889746-0.03267455573772879j),(1.3184954165478655+0.12247550443494215j),(1.3330025110671038+0.15949358293837104j),(1.1887949064785257+0.6097643659546292j),(1.2195840230145463+0.6029401963112447j),(1.0690867287907588+0.7955076459029919j),(1.0632236524543148+0.7971048285358407j),(1.054919610785128-0.8204930306106551j)
59,(1.0625862967078856-0.03491000933716544j),(1.0970642378864706-0.05067506858677206j),(1.0994181191631263+0.2742618858183689j),(1.0745127149759635+0.30558127155751413j),(1.0931994880630016+0.37377953417703036j),(1.0834246563871661+0.3218257247080603j),(0.951580933284619+0.5860269170708872j),(1.0107797443586137+0.4911423435787763j),(0.7761125274424665+0.8128817618420106j),(0.7404240746777213+0.8208262065311749j),(0.6159421919816974+1.031580583580524j),(0.5742427584500315+0.9278351287797859j),(1.054919610785128-0.35163987026170934j)
60,(0.6421152902884399-0.5182073912831514j),(0.5070322234316144-0.48264470715172436j),(0.593649683660754-0.3311993652813953j),(0.58719131737672-0.29685277424581463j),(0.7068984583450697-0.28529921942922226j),(0.6223845557436686-0.2451946249429335j),(0.6395120948888946-0.22289914010866532j),(0.6461058304846061-0.14264268524681453j),(0.6658736753414458+0.07830882540619216j),(0.7015789039530609+0.09186339470499302j),(0.6729276149688671+0.22244151106397497j),(0.6679133187120063+0.19316586534155986j),(0.35163987026170934-0.5860664504361822j)
61,(-0.4263517661678756-0.5502748623806025j),(-0.49172923181028316-0.4845788270173643j),(-0.2630055049362068-0.6506944421486206j),(-0.2934979826200159-0.6137710840785728j),(-0.25493748970317276-0.6723348682696622j),(-0.23100043865863473-0.6547723907908352j),(-0.1675151502796202-0.6716346649320087j),(-0.1281689849591947-0.6495407692528284j),(0.0809245772006892-0.6069130713822039j),(0.06326862102303424-0.6946027883868886j),(0.15411515720780092-0.6801483754475129j),(0.1564963266935773-0.6645701909531798j),(-0.5860664504361822-0.35163987026170934j)
62,(1.039598978670447+0.3027350839031213j),(0.9893794620183138+0.43923612309424515j),(0.7924779917540914+0.7354877054910072j),(0.8053957821433053+0.6951058917490506j),(0.79850464047121+0.8550396982142167j),(0.815356285152444+0.7340542688738505j),(0.7132832023135236+0.8131426934922228j),(0.6588502454026475+0.8267340203033932j),(0.37184410769766885+1.0768228882462736j),(0.32450981554140207+0.9856550700393774j),(0.08738705319271128+1.1186215813668545j),(0.14998006452399015+1.02223117259527j),(1.054919610785128+0.11721329008723645j)
63,(-0.7319181671238999+0.6276639465179725j),(-0.7851087188212139+0.6488905788086723j),(-0.8961047216537278+0.34149648289080436j),(-0.9452175134678528+0.3256291564148704j),(-0.9832987466330434+0.31514945053114396j),(-0.9420066331297927+0.31131284786837443j),(-0.8793083900207075+0.1293161293072869j),(-1.0004061596665086+0.1560771806930949j),(-0.9910658345899803-0.1882848118716515j),(-0.9544056484156808-0.18167287386030245j),(-0.916799249043241-0.3435453928739616j),(-0.938093091294135-0.32928535122243613j),(-0.5860664504361822+0.8204930306106551j)
64,(-0.9321749908098043+0.36814797909253383j),(-0.9324471944808379+0.384849264879182j),(-1.099666843522507+0.019714669875030233j),(-1.0258479754102054+0.021287745322833215j),(-0.9761172867666054-0.04014692353059568j),(-1.0098867178086606-0.008523468984324174j),(-0.9599601778958551-0.14531572843152277j),(-1.0213694693421806-0.18397695474020043j),(-0.8694411196155744-0.5033490003291228j),(-0.8555039464733508-0.49744290113903666j),(-0.7716403325661368-0.6928165453118174j),(-0.7654444916179761-0.6293718466760876j),(-0.8204930306106551+0.5860664504361822j)
65,(0.6113265365036115+0.1148974352324725j),(0.5991128560819988+0.03291753842196046j),(0.5529951429242702+0.2427117614914154j),(0.5472018833413971+0.259855393254672j),(0.5391478815979875+0.2465093870135994j),(0.4968493528006132+0.27758942718302804j),(0.5042506729148007+0.2852928531579147j),(0.4777552639015369+0.34511401506973904j),(0.34049654731160467+0.5604856260788227j),(0.36178679774842837+0.48658927475099717j),(0.26994040739936986+0.4812099498672838j),(0.2607983698419261+0.5702713717494526j),(0.5860664504361822-0.11721329008723645j)
66,(0.9513714497230397+0.42888438663813816j),(0.9702796399714616+0.36692732782669857j),(0.8462139713681035+0.6918627959101824j),(0.7973720148641439+0.7161994175815278j),(0.7194887079465363+0.7909457785054107j),(0.796272324891252+0.7204904514825374j),(0.6562697168470256+0.8019140111846506j),(0.6400049172498214+0.8179870779704398j),(0.37528934544203435+1.0167109365167364j),(0.33783985169530867+1.0039690025648014j),(0.16749498963845036+1.0092798113985597j),(0.14014472390359303+1.0818932500858847j),(1.054919610785128+0.11721329008723645j)
67,(1.1978845468259354+0.4362827934757126j),(1.2156537111005814+0.4539707420592053j),(1.0016049790561448+0.8839526973752128j),(0.9882004468577583+0.8237199449106258j),(0.9494920825782563+0.9020827188590771j),(0.9562425603265322+0.8691368905716154j),(0.7925565738528009+0.9857474543920332j),(0.8551251641927344+0.9697009718718212j),(0.4389959038169713+1.2397945992231634j),(0.4229449248507945+1.1770202838402368j),(0.2725243239228921+1.2818614407533293j),(0.251130176370559+1.2636281850924609j),(1.289346190959601+0.11721329008723645j)
68,(-0.6685099064692269+0.17456246759557492j),(-0.6771170620856491+0.1820589917855161j),(-0.6484960186108188-0.08334768726960223j),(-0.6397517266430532-0.010528649950310706j),(-0.71339455180597-0.07126454287725828j),(-0.6597867452581339-0.06496776640139523j),(-0.6725893922847178-0.1628206598214549j),(-0.6907076865179903-0.16427009319828192j),(-0.6087515785618816-0.40435216709151456j),(-0.5588961426416712-0.3805586594890313j),(-0.492654171412497-0.4737438163476554j),(-0.4681125746774572-0.4644081612624466j),(-0.5860664504361822+0.35163987026170934j)
69,(0.15826383974450936-1.056998154722158j),(0.17346128283694523-1.0583091073237254j),(0.5224007910976562-0.9808863346366065j),(0.4946653314546188-0.9333681154420477j),(0.5082868516181831-0.9239141124893105j),(0.5474276077053161-0.9098771575983505j),(0.6031349540723341-0.8010612500569768j),(0.6726866904078355-0.845816490155416j),(0.877710980239699-0.5193737258808693j),(0.9026028030238721-0.5321767970383706j),(0.9734774665250188-0.38617529417283125j),(0.9908628641590623-0.3700608393773322j),(-0.11721329008723645-1.054919610785128j)
70,(0.366495436701836+0.9238075945821398j),(0.3341951543694559+0.923299141589767j),(0.002751210985114976+1.0234207052907633j),(-0.004773608992756379+1.025745204836199j),(-0.006064701284993805+0.9917799361558681j),(-0.03203832117430776+1.0009061034524434j),(-0.21831740915226275+0.907601186721713j),(-0.17158202623205798+1.0092722515405428j),(-0.5379107025139382+0.8225079029854704j),(-0.5168558781990071+0.8809824603366968j),(-0.7097011604715213+0.7674486331176984j),(-0.6398998855202611+0.7861083997299264j),(0.5860664504361822+0.8204930306106551j)
71,(-1.0445330898627971-0.16592370024656664j),(-1.0838504197145062-0.1816028685596059j),(-0.9747833208000941-0.5501888182563777j),(-0.9013212882714233-0.4733113768441728j),(-0.9018102493500204-0.5480289147337215j),(-0.9187384156920303-0.5438276526060478j),(-0.7931360898906106-0.6875325644174408j),(-0.8342334813101034-0.7013814983705131j),(-0.5441585473370877-0.904913368081792j),(-0.5489747546035191-0.9266298384551761j),(-0.3911478471101582-0.9202497477445225j),(-0.3771871240465161-0.982730049626844j),(-1.054919610785128+0.11721329008723645j)
72,(-1.0289600280562206+0.6157172839754552j),(-1.0028086467289952+0.5724812262987634j),(-1.1200451653759218+0.1614073354010466j),(-1.145282931685616+0.2176992317303631j),(-1.241537965736619+0.1966240511254065j),(-1.138466893701389+0.147851431651779j),(-1.1706750203821712-0.07412352660744945j),(-1.169657241043007+0.013455594922404406j),(-1.0941927406018679-0.4142726780920097j),(-1.1024583534133183-0.39700679218184465j),(-1.0556342988303424-0.5432684564251746j),(-1.023304153936875-0.5970438467516473j),(-0.8204930306106551+0.8204930306106551j)
73,(-0.2659035294106233+0.8017893389237747j),(-0.31663018473689025+0.7638138312296527j),(-0.5807893842186322+0.569499314554131j),(-0.5782711345699724+0.6002600191261276j),(-0.5312183047184399+0.5514641348272047j),(-0.5854770153109885+0.5718210221055812j),(-0.6980516851526699+0.4503026540074858j),(-0.6416384217943729+0.5190014837728378j),(-0.8000079764944904+0.23000949253951472j),(-0.8215622403995905+0.24326651980526884j),(-0.8038893814082182+0.10602052274244782j),(-0.8555378751940854+0.09685763044050189j),(-0.11721329008723645+0.8204930306106551j)
74,(-0.07588742931229206+0.7963471890372561j),(-0.14174586445904236+0.7743420476753257j),(-0.42475864019106596+0.8311096503632831j),(-0.3547770588681838+0.7338153017256401j),(-0.40407793508094847+0.697960451272912j),(-0.41596995929700514+0.7382404201226175j),(-0.556689535988007+0.6779906544713248j),(-0.47781561327997446+0.6543498611669528j),(-0.6847265533556856+0.4357013056302708j),(-0.6296132550546552+0.45714823222026013j),(-0.7288365875582743+0.3292927481057219j),(-0.7904212125377601+0.3275980067372349j),(0.11721329008723645+0.8204930306106551j)
75,(-0.5902340621610517-0.31190201559608643j),(-0.5417730033289241-0.24073605141802992j),(-0.43229539373683196-0.48511261541825124j),(-0.4017233484348012-0.42864469939398653j),(-0.34455404799767636-0.4701735303067437j),(-0.3979997409931873-0.4225985114537568j),(-0.3693337176073537-0.4553281721823116j),(-0.3086894068009014-0.5036374215066728j),(-0.17909172400876391-0.4988282452384888j),(-0.12161568906275817-0.5588256321922561j),(-0.013767022249071021-0.6324101679222357j),(-0.050168288395707764-0.6315541424348273j),(-0.5860664504361822-0.11721329008723645j)
76,(0.49911390440600195+1.1988717993249807j),(0.5096969930805346+1.2502819053535252j),(0.09916799112721011+1.32815860951333j),(0.07227919370320048+1.3638733953013022j),(-0.04114294965028949+1.350388396778434j),(0.034749302829829035+1.3459621477764745j),(-0.1693090710671178+1.32718415823117j),(-0.18569400903659988+1.3081182253614165j),(-0.5801609118871183+1.1569233655806692j),(-0.5846664988325999+1.1855689172279487j),(-0.7325628378873716+1.1138355110665674j),(-0.8305019998803177+1.072582599475216j),(0.8204930306106551+1.054919610785128j)
77,(-0.48614732753857604+0.44915183995027097j),(-0.4749103704702421+0.45527483476952435j),(-0.6247837452391304+0.278123160684398j),(-0.6121884964128713+0.2697742695537733j),(-0.6596221783264463+0.30024737822037767j),(-0.6594371593622129+0.24506604037725754j),(-0.6391011001139241+0.21735503229955108j),(-0.6767196239014045+0.14506839114366948j),(-0.6416185270868101+0.0047048207486380805j),(-0.6379883689942135-0.10335329995002959j),(-0.6445973918134368-0.15801996134287008j),(-0.629891909518057-0.17701776728489005j),(-0.35163987026170934+0.5860664504361822j)
78,(-1.0207774247594448-0.40362500233805665j),(-0.990814540034305-0.3803332897713627j),(-0.7808640199106927-0.7221198954469236j),(-0.7972778680584669-0.6734822057006421j),(-0.7972781697566842-0.6864032693739368j),(-0.7326181848404456-0.7494130558749043j),(-0.6677508176453236-0.8592698784592616j),(-0.6854605398129551-0.8513897195144621j),(-0.36790106455546756-1.0897954199946738j),(-0.3516466874022187-1.0020546226421427j),(-0.1446609388367199-1.038206151379357j),(-0.15048487472997235-1.072981450684444j),(-1.054919610785128-0.11721329008723645j)
79,(0.6679746587824001-0.12329653140150129j),(0.6461282755310076-0.20712432907095896j),(0.6807957729584233+0.09065002024848601j),(0.7358565873555323+0.007298136740200509j),(0.6682522831548067+0.08073979889683551j),(0.6749278168612224+0.05945350740238285j),(0.6054865883163372+0.15714643360218347j),(0.7009499390819139+0.14651508252547113j),(0.605604474027342+0.4437521776540061j),(0.5343511181536407+0.355769207779109j),(0.5042228990178291+0.44231380607360216j),(0.4759765967352572+0.4388598251625746j),(0.5860664504361822-0.35163987026170934j)
80,(0.5267635169200926-0.47603317219931657j),(0.4893343765098164-0.48650849178547434j),(0.6191551922003038-0.23211478838340222j),(0.658709472104802-0.2887681921250052j),(0.6848703206811231-0.20920699900905393j),(0.6124047628904368-0.2552155017433449j),(0.6015359053377042-0.10241932599115554j),(0.646495497865612-0.1755036806466608j),(0.638419725641669+0.014664836830668306j),(0.7111926598525383+0.06621341375311511j),(0.6489861927054479+0.2567177814871935j),(0.6694763626234151+0.20294294466581425j),(0.35163987026170934-0.5860664504361822j)
81,(-0.5689443977048952-0.9644274147251835j),(-0.5462519706129261-0.9835387496826198j),(-0.17460744140642764-1.177485360681767j),(-0.17447011853992314-1.146001149402597j),(-0.18354628565618705-1.1071075284501322j),(-0.16692177202743336-1.0971435269520433j),(0.02372497041864425-1.124964988058702j),(0.027636539286213794-1.209563940844456j),(0.44906784853010545-1.0786508125737775j),(0.41705087954435666-1.0547512337059606j),(0.6008422594038209-1.066236130346866j),(0.5700820123552403-0.9960716743993194j),(-0.8204930306106551-0.8204930306106551j)
82,(0.47374679785856516-0.47877259993836063j),(0.5084468615211988-0.48289745677924667j),(0.6650816166867204-0.27884757830230533j),(0.626850601678106-0.3304685358435694j),(0.5215038492720834-0.24600115396820962j),(0.5902288977031686-0.24388486685432587j),(0.6714453439159397-0.21202008287062446j),(0.6798911040145789-0.20330723494299763j),(0.7374275118255389+0.020638810262586745j),(0.6500902848297186+0.09860965859875824j),(0.5786886358927957+0.25674187983630303j),(0.6822490314077655+0.16487672357397873j),(0.35163987026170934-0.5860664504361822j)
